Municipios,Total
Arce/Artzi,41.419
"Arcos, Los",38.471
Arellano,46.735
Areso,45.433
Arguedas,39.815
Aria,43.617
Aribe,43.617
Armañanzas,36.807
Arróniz,41.265
Arruazu,38.047
Artajona,42.743
Artazu,41.5
Atetz,43.349
Ayegui/Aiegi,43.2
Azagra,40.552
Azuelo,36.807
Bakaiku,45.942
Barásoain,42.566
Barbarin,36.807
Bargota,46.971
Barillas,33.419
Basaburua,40.658
Baztan,41.185
Beire,47.3
Belascoáin,46.117
Berbinzana,37.251
Bertizarana,39.854
Betelu,41.203
Biurrun-Olcoz,67.772
Buñuel,36.065
Auritz/Burguete,47.899
Burgui/Burgi,33.865
Burlada/Burlata,40.718
"Busto, El",36.807
Cabanillas,43.786
Cabredo,36.807
Cadreita,40.27
Caparroso,41.384
Cárcar,35.507
Carcastillo,36.201
Cascante,35.239
Cáseda,46.722
Castejón,32.739
Castillonuevo,43.617
Cintruénigo,37.866
Ziordia,40.135
Cirauqui/Zirauki,38.881
Ciriza/Ziritza,44.04
Cizur,68.367
Corella,34.62
Cortes,37.964
Desojo,36.807
Dicastillo,42.724
Donamaria,54.796
Etxalar,43.3
Echarri/Etxarri,44.04
Etxarri Aranatz,42.688
Etxauri,42.176
Valle de Egüés/Eguesibar,51.179
Elgorriaga,41.461
Noáin (Valle de Elorz)/Noain (Elortzibar),44.511
Enériz/Eneritz,50.294
Eratsun,45.846
Ergoiena,43.658
Erro,42.441
Ezcároz/Ezkaroze,44.6
Eslava,49.88
Esparza de Salazar/Espartza Zaraitzu,43.617
Espronceda,29.192
Estella-Lizarra,36.781
Esteribar,50.173
Etayo,36.807
Eulate,40.63
Ezcabarte,49.738
Ezkurra,43.997
Ezprogui,40.171
Falces,36.864
Fitero,32.637
Fontellas,48.014
Funes,41.634
Fustiñana,38.645
Galar,55.1
Gallipienzo/Galipentzu,40.171
Gallués/Galoze,43.617
Garaioa,43.617
Garde,34.228
Garínoain,51.555
Garralda,41.035
Genevilla,36.807
Goizueta,39.284
Goñi,53.12
Güesa/Gorza,43.617
Guesálaz/Gesalatz,43.194
Guirguillano,44.04
Huarte/Uharte,46.622
Uharte Arakil,40.736
Ibargoiti,52.527
Igúzquiza,40.058
Imotz,40.344
Irañeta,50.775
Isaba/Izaba,41.264
Ituren,44.112
Iturmendi,45.516
Iza/Itza,55.581
Izagaondoa,62.791
Izalzu/Itzaltzu,43.617
Jaurrieta,43.579
Javier,40.171
Juslapeña/Txulapain,51.226
Beintza-Labaien,35.994
Lakuntza,43.284
Lana,43.78
Lantz,59.635
Lapoblación,50.017
Larraga,41.851
Larraona,38.854
Larraun,44.623
Lazagurría,44.528
Leache/Leatxe,40.171
Legarda,45.85
Legaria,52.478
Leitza,41.84
Leoz/Leotz,38.911
Lerga,40.171
Lerín,37.788
Lesaka,45.312
Lezaun,40.617
Liédena,40.724
Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti,50.977
Lodosa,35.686
Lónguida/Longida,45.988
Lumbier,42.807
Luquin,28.852
Mañeru,42.952
Marañón,36.807
Marcilla,38.918
Mélida,36.252
Mendavia,34.56
Mendaza,40.604
Mendigorria,36.988
Metauten,59.645
Milagro,37.662
Mirafuentes,36.807
Miranda de Arga,36.972
Monreal/Elo,50.362
Monteagudo,30.825
Morentin,31.744
Mues,36.807
Murchante,37.546
Murieta,29.713
Murillo el Cuende,35.274
Murillo el Fruto,41.664
Muruzábal,46.014
Navascués/Nabaskoze,31.893
Nazar,36.807
Obanos,46.459
Oco,36.807
Ochagavía/Otsagabia,46.778
Odieta,51.036
Oiz,40.461
Olaibar,47.599
Olazti/Olazagutía,37.652
Olejua,36.807
Olite/Erriberri,41.334
Olóriz/Oloritz,65.23
Cendea de Olza/Oltza Zendea,52.08
Valle de Ollo/Ollaran,45.276
Orbaizeta,47.62
Orbara,43.617
Orísoain,40.171
Oronz/Orontze,43.617
Oroz-Betelu/Orotz-Betelu,48.088
Oteiza,48.161
Pamplona/Iruña,43.352
Peralta/Azkoien,47.535
Petilla de Aragón,40.171
Piedramillera,36.807
Pitillas,36.635
Puente la Reina/Gares,38.49
Pueyo/Puiu,39.676
Ribaforada,40.14
Romanzado/Erromantzatua,46.982
Roncal/Erronkari,30.276
Orreaga/Roncesvalles,43.617
Sada,42.998
Saldías,36.057
Salinas de Oro/Jaitz,48.689
San Adrián,38.291
Sangüesa/Zangoza,43.205
San Martín de Unx,32.903
Sansol,36.807
Santacara,37.446
Doneztebe/Santesteban,41.75
Sarriés/Sartze,43.617
Sartaguda,33.209
Sesma,37.891
Sorlada,36.807
Sunbilla,38.749
Tafalla,40.626
Tiebas-Muruarte de Reta,47.044
Tirapu,44.04
Torralba del Río,36.807
Torres del Río,31.459
Tudela,39.644
Tulebras,35.563
Ucar,43.929
Ujué/Uxue,37.548
Ultzama,54.365
Unciti,47.699
Unzué/Untzue,48.114
Urdazubi/Urdax,53.624
Urdiain,44.562
Urraul Alto,47.687
Urraul Bajo,41.585
Urroz-Villa,42.493
Urroz,79.593
Urzainqui/Urzainki,43.617
Uterga,46.474
Uztárroz/Uztarroze,37.333
Luzaide/Valcarlos,39.71
Valtierra,40.043
Bera,44.803
Viana,34.23
Vidángoz/Bidankoze,43.617
Bidaurreta,49.134
Villafranca,38.389
Villamayor de Monjardín,76.569
Hiriberri/Villanueva de Aezkoa,34.036
Villatuerta,44.931
Villava/Atarrabia,44.003
Igantzi,44.354
Valle de Yerri/Deierri,49.934
Yesa,39.517
Zabalza/Zabaltza,51.519
Zubieta,36.476
Zugarramurdi,30.828
Zúñiga,36.807
Barañáin/Barañain,45.632
Berrioplano/Berriobeiti,48.796
Berriozar,38.451
Irurtzun,39.206
Beriáin,41.042
Orkoien,46.923
Zizur Mayor/Zizur Nagusia,51.0
Lekunberri,40.701
Allariz,33.872
Amoeiro,31.723
"Arnoia, A",33.414
Avión,20.456
Baltar,28.432
Bande,25.99
Baños de Molgas,27.199
Barbadás,33.945
"Barco de Valdeorras, O",32.961
Beade,27.72
Beariz,22.82
"Blancos, Os",26.677
Boborás,24.504
"Bola, A",25.463
"Bolo, O",23.941
Calvos de Randín,25.516
Carballeda de Valdeorras,35.52
Carballeda de Avia,24.347
"Carballiño, O",28.154
Cartelle,28.769
Castrelo do Val,26.345
Castrelo de Miño,28.141
Castro Caldelas,29.679
Celanova,29.24
Cenlle,29.146
Coles,30.342
Cortegada,26.908
Cualedro,24.484
Chandrexa de Queixa,28.787
Entrimo,26.606
Esgos,30.921
Xinzo de Limia,29.436
Gomesende,23.758
"Gudiña, A",27.606
"Irixo, O",27.548
Xunqueira de Ambía,25.379
Xunqueira de Espadanedo,30.449
Larouco,27.338
Laza,26.149
Leiro,25.499
Lobeira,27.968
Lobios,27.173
Maceda,30.349
Manzaneda,30.569
Maside,27.272
Melón,25.522
"Merca, A",31.498
"Mezquita, A",26.762
Montederramo,26.862
Monterrei,25.847
Muíños,28.675
Nogueira de Ramuín,29.068
Oímbra,26.886
Ourense,34.322
Paderne de Allariz,31.866
Padrenda,25.727
Parada de Sil,28.479
"Pereiro de Aguiar, O",38.757
"Peroxa, A",28.22
Petín,28.799
Piñor,30.892
Porqueira,28.239
"Pobra de Trives, A",30.386
Pontedeva,29.37
Punxín,28.824
Quintela de Leirado,22.306
Rairiz de Veiga,28.458
Ramirás,23.758
Ribadavia,29.24
San Xoán de Río,25.903
Riós,25.013
"Rúa, A",29.184
Rubiá,31.24
San Amaro,27.938
San Cibrao das Viñas,35.331
San Cristovo de Cea,29.918
Sandiás,31.666
Sarreaus,28.484
Taboadela,32.457
"Teixeira, A",23.714
Toén,34.117
Trasmiras,25.823
"Veiga, A",24.696
Verea,25.99
Verín,28.16
Viana do Bolo,28.509
Vilamarín,34.164
Vilamartín de Valdeorras,31.098
Vilar de Barrio,27.435
Vilar de Santos,28.781
Vilardevós,24.689
Vilariño de Conso,28.689
Allande,29.658
Aller,33.006
Amieva,28.096
Avilés,34.562
Belmonte de Miranda,29.781
Bimenes,29.826
Boal,30.455
Cabrales,25.659
Cabranes,27.179
Candamo,35.08
Cangas del Narcea,36.658
Cangas de Onís,30.284
Caravia,36.639
Carreño,36.314
Caso,31.386
Castrillón,39.729
Castropol,36.055
Coaña,39.682
Colunga,28.931
Corvera de Asturias,32.278
Cudillero,31.642
Degaña,38.101
"Franco, El",36.719
Gijón,35.852
Gozón,36.091
Grado,32.213
Grandas de Salime,32.574
Ibias,34.855
Illano,24.539
Illas,38.971
Langreo,30.771
Laviana,32.98
Lena,32.823
Valdés,33.324
Llanera,39.614
Llanes,30.722
Mieres,32.313
Morcín,36.298
Muros de Nalón,32.049
Nava,33.387
Navia,38.074
Noreña,36.687
Onís,25.567
Oviedo,38.153
Parres,31.175
Peñamellera Alta,25.324
Peñamellera Baja,27.336
Pesoz,22.769
Piloña,28.212
Ponga,27.256
Pravia,30.466
Proaza,32.506
Quirós,31.135
"Regueras, Las",41.336
Ribadedeva,28.886
Ribadesella,30.653
Ribera de Arriba,33.139
Riosa,33.475
Salas,30.085
San Martín del Rey Aurelio,30.213
San Martín de Oscos,27.116
Santa Eulalia de Oscos,24.174
San Tirso de Abres,28.241
Santo Adriano,31.688
Sariego,38.487
Siero,37.495
Sobrescobio,35.913
Somiedo,30.344
Soto del Barco,33.434
Tapia de Casariego,36.68
Taramundi,30.282
Teverga,31.623
Tineo,33.481
Vegadeo,31.913
Villanueva de Oscos,24.782
Villaviciosa,32.65
Villayón,31.392
Yernes y Tameza,31.555
Abarca de Campos,34.493
Abia de las Torres,40.974
Aguilar de Campoo,34.944
Alar del Rey,28.126
Alba de Cerrato,34.468
Amayuelas de Arriba,34.493
Ampudia,35.269
Amusco,32.731
Antigüedad,39.1
Arconada,34.493
Astudillo,33.909
Autilla del Pino,37.443
Autillo de Campos,34.521
Ayuela,30.327
Baltanás,29.849
Venta de Baños,32.788
Baquerín de Campos,34.493
Bárcena de Campos,34.493
Barruelo de Santullán,27.445
Báscones de Ojeda,32.831
Becerril de Campos,34.365
Belmonte de Campos,34.493
Berzosilla,
Boada de Campos,34.493
Boadilla del Camino,32.75
Boadilla de Rioseco,27.963
Brañosera,28.387
Buenavista de Valdavia,30.624
Bustillo de la Vega,35.903
Bustillo del Páramo de Carrión,30.327
Calahorra de Boedo,33.499
Calzada de los Molinos,33.221
Capillas,34.493
Cardeñosa de Volpejera,34.493
Carrión de los Condes,31.338
Castil de Vela,34.493
Castrejón de la Peña,31.205
Castrillo de Don Juan,29.282
Castrillo de Onielo,34.468
Castrillo de Villavega,28.098
Castromocho,32.601
Cervatos de la Cueza,28.454
Cervera de Pisuerga,30.383
Cevico de la Torre,33.854
Cevico Navero,32.039
Cisneros,29.603
Cobos de Cerrato,26.638
Collazos de Boedo,33.499
Congosto de Valdavia,29.226
Cordovilla la Real,32.789
Cubillas de Cerrato,34.468
Dehesa de Montejo,36.35
Dehesa de Romanos,33.499
Dueñas,32.789
Espinosa de Cerrato,27.024
Espinosa de Villagonzalo,35.218
Frechilla,37.792
Fresno del Río,33.458
Frómista,33.145
Fuentes de Nava,31.143
Fuentes de Valdepero,36.201
Grijota,41.484
Guardo,31.339
Guaza de Campos,34.493
Hérmedes de Cerrato,34.468
Herrera de Pisuerga,28.653
Herrera de Valdecañas,36.537
Hontoria de Cerrato,36.224
Hornillos de Cerrato,39.335
Husillos,34.663
Itero de la Vega,35.437
Lagartos,27.42
Lantadilla,31.535
"Vid de Ojeda, La",33.499
Ledigos,30.327
Lomas,34.493
Magaz de Pisuerga,32.421
Manquillos,34.493
Mantinos,43.071
Marcilla de Campos,34.493
Mazariegos,39.13
Mazuecos de Valdeginate,34.493
Melgar de Yuso,35.622
Meneses de Campos,34.294
Micieces de Ojeda,33.499
Monzón de Campos,31.121
Moratinos,34.493
Mudá,
Nogal de las Huertas,34.493
Olea de Boedo,33.499
Olmos de Ojeda,27.552
Osornillo,34.493
Palencia,35.179
Palenzuela,29.823
Páramo de Boedo,33.499
Paredes de Nava,32.441
Payo de Ojeda,33.499
Pedraza de Campos,34.493
Pedrosa de la Vega,34.706
Perales,34.493
Pino del Río,30.246
Piña de Campos,31.957
Población de Arroyo,34.493
Población de Campos,28.881
Población de Cerrato,25.499
Polentinos,
Pomar de Valdivia,33.178
Poza de la Vega,29.005
Pozo de Urama,34.493
Prádanos de Ojeda,31.531
"Puebla de Valdavia, La",30.327
Quintana del Puente,36.733
Quintanilla de Onsoña,31.84
Reinoso de Cerrato,34.468
Renedo de la Vega,33.117
Requena de Campos,34.493
Respenda de la Peña,29.874
Revenga de Campos,29.185
Revilla de Collazos,33.499
Ribas de Campos,31.134
Riberos de la Cueza,34.493
Saldaña,31.091
Salinas de Pisuerga,33.607
San Cebrián de Campos,32.132
San Cebrián de Mudá,32.16
San Cristóbal de Boedo,33.499
San Mamés de Campos,34.493
San Román de la Cuba,34.493
Santa Cecilia del Alcor,34.493
Santa Cruz de Boedo,33.499
Santervás de la Vega,31.087
Santibáñez de Ecla,33.499
Santibáñez de la Peña,31.027
Santoyo,31.97
"Serna, La",30.327
Sotobañado y Priorato,34.241
Soto de Cerrato,35.354
Tabanera de Cerrato,32.677
Tabanera de Valdavia,30.327
Támara de Campos,34.493
Tariego de Cerrato,33.09
Torquemada,30.522
Torremormojón,34.493
Triollo,
Valbuena de Pisuerga,34.468
Valdeolmillos,34.468
Valderrábano,30.327
Valde-Ucieza,34.493
Valle de Cerrato,34.468
Velilla del Río Carrión,33.02
Vertavillo,29.19
Villabasta de Valdavia,30.327
Villacidaler,34.493
Villaconancio,34.468
Villada,29.239
Villaeles de Valdavia,30.327
Villahán,34.468
Villaherreros,31.546
Villalaco,34.493
Villalba de Guardo,43.892
Villalcázar de Sirga,36.978
Villalcón,34.493
Villalobón,39.916
Villaluenga de la Vega,31.998
Villamartín de Campos,34.207
Villamediana,35.686
Villameriel,30.543
Villamoronta,32.065
Villamuera de la Cueza,34.493
Villamuriel de Cerrato,35.609
Villanueva del Rebollar,34.493
Villanuño de Valdavia,30.327
Villaprovedo,33.499
Villarmentero de Campos,34.493
Villarrabé,30.845
Villarramiel,32.14
Villasarracino,30.016
Villasila de Valdavia,30.327
Villaturde,26.944
Villaumbrales,29.741
Villaviudas,34.477
Villerías de Campos,34.493
Villodre,34.493
Villodrigo,39.724
Villoldo,32.888
Villota del Páramo,27.904
Villovieco,34.493
Osorno la Mayor,33.948
Valle del Retortillo,33.491
Loma de Ucieza,34.017
"Pernía, La",31.374
Agaete,35.502
Agüimes,36.84
Antigua,33.154
Arrecife,35.247
Artenara,37.468
Arucas,37.373
Betancuria,38.635
Firgas,36.87
Gáldar,34.745
Haría,37.216
Ingenio,35.479
Mogán,32.869
Moya,32.65
"Oliva, La",33.606
Pájara,33.165
"Palmas de Gran Canaria, Las",39.148
Puerto del Rosario,37.142
San Bartolomé,39.459
San Bartolomé de Tirajana,34.193
"Aldea de San Nicolás, La",32.201
Santa Brígida,49.767
Santa Lucía de Tirajana,33.026
Santa María de Guía de Gran Canaria,34.486
Teguise,44.95
Tejeda,32.839
Telde,34.808
Teror,35.505
Tías,38.929
Tinajo,42.55
Tuineje,38.027
Valsequillo de Gran Canaria,37.168
Valleseco,35.646
Vega de San Mateo,32.93
Yaiza,38.884
Arbo,25.199
Barro,30.734
Baiona,38.181
Bueu,32.358
Caldas de Reis,33.992
Cambados,33.075
Campo Lameiro,31.248
Cangas,34.982
"Cañiza, A",25.231
Catoira,35.889
Cerdedo,
Cotobade,
Covelo,24.445
Crecente,25.201
Cuntis,31.204
Dozón,38.632
"Estrada, A",33.797
Forcarei,27.794
Fornelos de Montes,28.297
Agolada,25.445
Gondomar,37.524
"Grove, O",31.549
"Guarda, A",30.665
Lalín,31.517
"Lama, A",23.333
Marín,32.876
Meaño,34.421
Meis,34.403
Moaña,34.505
Mondariz,29.534
Mondariz-Balneario,35.016
Moraña,34.213
Mos,39.428
"Neves, As",28.302
Nigrán,43.774
Oia,34.255
Pazos de Borbén,32.994
Pontevedra,36.854
"Porriño, O",34.204
Portas,35.403
Poio,39.191
Ponteareas,29.019
Ponte Caldelas,28.969
Pontecesures,36.221
Redondela,37.805
Ribadumia,35.663
Rodeiro,32.682
"Rosal, O",31.483
Salceda de Caselas,33.317
Salvaterra de Miño,28.286
Sanxenxo,35.157
Silleda,31.568
Soutomaior,33.34
Tomiño,30.262
Tui,35.013
Valga,38.433
Vigo,38.846
Vilaboa,34.579
Vila de Cruces,27.413
Vilagarcía de Arousa,32.879
Vilanova de Arousa,31.779
"Illa de Arousa, A",33.06
Cerdedo-Cotobade,31.844
Abusejo,27.001
Agallas,26.368
Ahigal de los Aceiteros,28.141
Ahigal de Villarino,28.141
"Alameda de Gardón, La",23.01
"Alamedilla, La",21.855
Alaraz,29.588
Alba de Tormes,31.018
Alba de Yeltes,28.018
"Alberca, La",25.757
"Alberguería de Argañán, La",23.01
Alconada,34.398
Aldeacipreste,25.179
Aldeadávila de la Ribera,24.978
Aldea del Obispo,21.218
Aldealengua,32.756
Aldeanueva de Figueroa,30.537
Aldeanueva de la Sierra,25.179
Aldearrodrigo,39.028
Aldearrubia,32.811
Aldeaseca de Alba,31.574
Aldeaseca de la Frontera,26.598
Aldeatejada,43.446
Aldeavieja de Tormes,31.574
Aldehuela de la Bóveda,40.349
Aldehuela de Yeltes,23.927
Almenara de Tormes,28.069
Almendra,26.952
Anaya de Alba,24.138
Añover de Tormes,34.271
Arabayona de Mógica,33.156
Arapiles,33.58
Arcediano,30.285
"Arco, El",34.271
Armenteros,25.531
San Miguel del Robledo,25.179
"Atalaya, La",26.719
Babilafuente,31.217
Bañobárez,26.382
Barbadillo,25.102
Barbalos,31.805
Barceo,28.141
Barruecopardo,33.39
"Bastida, La",25.179
Béjar,27.52
Beleña,25.837
Bermellar,28.672
Berrocal de Huebra,31.805
Berrocal de Salvatierra,31.574
Boada,31.227
"Bodón, El",24.386
Bogajo,22.027
"Bouza, La",23.01
Bóveda del Río Almar,25.578
Brincones,28.141
Buenamadre,29.96
Buenavista,36.919
"Cabaco, El",30.387
Cabezabellosa de la Calzada,30.285
"Cabeza de Béjar, La",25.179
Cabeza del Caballo,22.332
Cabrerizos,47.368
Cabrillas,28.04
Calvarrasa de Abajo,30.129
Calvarrasa de Arriba,27.202
"Calzada de Béjar, La",25.179
Calzada de Don Diego,24.023
Calzada de Valdunciel,31.839
Campillo de Azaba,24.702
"Campo de Peñaranda, El",28.257
Candelario,30.082
Canillas de Abajo,30.285
Cantagallo,29.921
Cantalapiedra,25.579
Cantalpino,30.199
Cantaracillo,29.752
Carbajosa de la Sagrada,42.847
Carpio de Azaba,21.524
Carrascal de Barregas,44.645
Carrascal del Obispo,28.734
Casafranca,31.574
"Casas del Conde, Las",25.179
Casillas de Flores,23.248
Castellanos de Moriscos,32.388
Castillejo de Martín Viejo,25.98
Castraz,31.805
Cepeda,22.499
Cereceda de la Sierra,25.179
Cerezal de Peñahorcada,28.141
Cerralbo,21.676
"Cerro, El",25.132
Cespedosa de Tormes,27.804
Cilleros de la Bastida,25.179
Cipérez,29.124
Ciudad Rodrigo,28.453
Coca de Alba,31.574
Colmenar de Montemayor,25.203
Cordovilla,29.609
Cristóbal,31.562
"Cubo de Don Sancho, El",30.662
Chagarcía Medianero,31.574
Dios le Guarde,22.528
Doñinos de Ledesma,34.271
Doñinos de Salamanca,38.41
Éjeme,27.545
"Encina, La",23.01
Encina de San Silvestre,30.493
Encinas de Abajo,31.75
Encinas de Arriba,34.371
Encinasola de los Comendadores,21.494
Endrinal,28.735
Escurial de la Sierra,25.782
Espadaña,28.141
Espeja,22.538
Espino de la Orbada,28.585
Florida de Liébana,33.491
Forfoleda,35.55
Frades de la Sierra,36.431
"Fregeneda, La",26.997
Fresnedoso,25.179
Fresno Alhándiga,26.485
"Fuente de San Esteban, La",30.644
Fuenteguinaldo,25.477
Fuenteliante,28.141
Fuenterroble de Salvatierra,25.713
Fuentes de Béjar,31.688
Fuentes de Oñoro,43.961
Gajates,40.425
Galindo y Perahuy,37.003
Galinduste,27.92
Galisancho,28.578
Gallegos de Argañán,22.201
Gallegos de Solmirón,26.801
Garcibuey,26.117
Garcihernández,28.607
Garcirrey,31.805
Gejuelo del Barro,34.271
Golpejas,29.738
Gomecello,30.182
Guadramiro,34.224
Guijo de Ávila,31.574
Guijuelo,34.358
Herguijuela de Ciudad Rodrigo,23.01
Herguijuela de la Sierra,27.94
Herguijuela del Campo,25.179
Hinojosa de Duero,23.613
Horcajo de Montemayor,20.056
Horcajo Medianero,22.931
"Hoya, La",25.179
Huerta,31.22
Iruelos,28.141
Ituero de Azaba,27.109
Juzbado,34.107
Lagunilla,22.766
Larrodrigo,24.057
Ledesma,29.212
Ledrada,34.758
Linares de Riofrío,31.355
Lumbrales,27.529
Macotera,29.608
Machacón,31.88
Madroñal,31.533
"Maíllo, El",25.178
Malpartida,
Mancera de Abajo,31.035
"Manzano, El",28.141
Martiago,29.583
Martinamor,31.574
Martín de Yeltes,26.667
Masueco,24.233
Castellanos de Villiquera,36.327
"Mata de Ledesma, La",37.435
Matilla de los Caños del Río,27.171
"Maya, La",27.756
Membribe de la Sierra,33.903
Mieza,27.64
"Milano, El",28.141
Miranda de Azán,31.698
Miranda del Castañar,22.12
Mogarraz,30.4
Molinillo,25.179
Monforte de la Sierra,25.179
Monleón,25.179
Monleras,31.0
Monsagro,29.48
Montejo,29.59
Montemayor del Río,25.514
Monterrubio de Armuña,43.106
Monterrubio de la Sierra,35.617
Morasverdes,25.188
Morille,35.595
Moríñigo,30.285
Moriscos,32.631
Moronta,28.141
Mozárbez,30.66
Narros de Matalayegua,28.576
Navacarros,30.205
Nava de Béjar,31.574
Nava de Francia,25.365
Nava de Sotrobal,26.834
Navales,29.734
Navalmoral de Béjar,25.179
Navamorales,25.179
Navarredonda de la Rinconada,27.308
Navasfrías,20.667
Negrilla de Palencia,30.285
Olmedo de Camaces,28.141
"Orbada, La",32.153
Pajares de la Laguna,40.353
Palacios del Arzobispo,27.813
Palaciosrubios,25.379
Palencia de Negrilla,27.799
Parada de Arriba,29.686
Parada de Rubiales,26.97
Paradinas de San Juan,32.282
Pastores,23.01
"Payo, El",28.011
Pedraza de Alba,26.05
Pedrosillo de Alba,24.79
Pedrosillo de los Aires,24.756
Pedrosillo el Ralo,39.812
"Pedroso de la Armuña, El",38.712
Pelabravo,34.053
Pelarrodríguez,30.444
Pelayos,31.574
"Peña, La",28.141
Peñacaballera,28.03
Peñaparda,18.307
Peñaranda de Bracamonte,27.597
Peñarandilla,31.371
Peralejos de Abajo,25.93
Peralejos de Arriba,28.141
Pereña de la Ribera,25.482
Peromingo,31.183
Pinedas,25.179
"Pino de Tormes, El",39.358
Pitiegua,27.815
Pizarral,31.574
Poveda de las Cintas,20.801
Pozos de Hinojo,28.141
Puebla de Azaba,23.736
Puebla de San Medel,25.179
Puebla de Yeltes,23.777
Puente del Congosto,26.184
Puertas,28.141
Puerto de Béjar,24.135
Puerto Seguro,23.01
Rágama,31.966
"Redonda, La",28.141
Retortillo,26.148
"Rinconada de la Sierra, La",25.525
Robleda,29.921
Robliza de Cojos,36.059
Rollán,28.046
Saelices el Chico,32.755
"Sagrada, La",31.805
Salamanca,33.391
Saldeana,28.141
Salmoral,26.518
Salvatierra de Tormes,31.574
San Cristóbal de la Cuesta,32.993
Sancti-Spíritus,27.821
Sanchón de la Ribera,28.141
Sanchón de la Sagrada,31.805
Sanchotello,25.276
Sando,29.543
San Esteban de la Sierra,30.453
San Felices de los Gallegos,24.783
San Martín del Castañar,24.798
San Miguel de Valero,27.511
San Morales,37.502
San Muñoz,26.336
San Pedro del Valle,39.544
San Pedro de Rozados,27.497
San Pelayo de Guareña,34.271
Santa María de Sando,34.271
Santa Marta de Tormes,37.831
Santiago de la Puebla,23.35
Santibáñez de Béjar,20.903
Santibáñez de la Sierra,25.894
Santiz,28.155
"Santos, Los",30.675
Sardón de los Frailes,33.084
Saucelle,29.061
"Sahugo, El",26.848
Sepulcro-Hilario,23.12
Sequeros,25.156
Serradilla del Arroyo,25.155
Serradilla del Llano,22.392
"Sierpe, La",25.179
Sieteiglesias de Tormes,31.574
Sobradillo,28.649
Sorihuela,25.958
Sotoserrano,27.041
Tabera de Abajo,34.271
"Tala, La",31.574
Tamames,29.729
Tarazona de Guareña,24.961
Tardáguila,33.284
"Tejado, El",25.179
Tejeda y Segoyuela,25.179
Tenebrón,21.758
Terradillos,28.045
Topas,28.829
Tordillos,29.361
"Tornadizo, El",25.179
Torresmenudas,33.858
Trabanca,23.712
Tremedal de Tormes,34.271
Valdecarros,31.858
Valdefuentes de Sangusín,25.496
Valdehijaderos,25.179
Valdelacasa,31.44
Valdelageve,25.179
Valdelosa,34.024
Valdemierque,31.574
Valderrodrigo,37.296
Valdunciel,34.281
Valero,25.77
Valsalabroso,32.962
Valverde de Valdelacasa,25.179
Valverdón,33.404
Vallejera de Riofrío,25.179
Vecinos,27.669
Vega de Tirados,37.853
"Veguillas, Las",26.054
"Vellés, La",36.302
Ventosa del Río Almar,
"Vídola, La",32.448
Vilvestre,29.913
Villaflores,25.271
Villagonzalo de Tormes,29.454
Villalba de los Llanos,37.755
Villamayor,40.242
Villanueva del Conde,28.281
Villar de Argañán,23.01
Villar de Ciervo,23.601
Villar de Gallimazo,41.24
Villar de la Yegua,18.99
Villar de Peralonso,28.373
Villar de Samaniego,28.141
Villares de la Reina,37.342
Villares de Yeltes,28.141
Villarino de los Aires,31.779
Villarmayor,29.549
Villarmuerto,28.141
Villasbuenas,28.013
Villasdardo,34.271
Villaseco de los Gamitos,24.082
Villaseco de los Reyes,32.785
Villasrubias,24.637
Villaverde de Guareña,34.347
Villavieja de Yeltes,28.389
Villoria,29.738
Villoruela,28.51
Vitigudino,30.337
Yecla de Yeltes,33.395
Zamarra,23.01
Zamayón,26.773
Zarapicos,34.271
"Zarza de Pumareda, La",23.456
Zorita de la Frontera,26.794
Adeje,33.398
Agulo,32.739
Alajeró,33.176
Arafo,36.435
Arico,29.362
Arona,30.042
Barlovento,32.458
Breña Alta,41.375
Breña Baja,44.111
Buenavista del Norte,30.558
Candelaria,38.582
Fasnia,31.773
Frontera,33.599
Fuencaliente de la Palma,28.457
Garachico,32.085
Garafía,24.335
Granadilla de Abona,33.49
"Guancha, La",32.283
Guía de Isora,33.068
Güímar,34.496
Hermigua,33.155
Icod de los Vinos,30.225
San Cristóbal de La Laguna,36.633
"Llanos de Aridane, Los",36.279
"Matanza de Acentejo, La",34.628
"Orotava, La",34.805
"Paso, El",39.352
Puerto de la Cruz,32.185
Puntagorda,31.077
Puntallana,38.687
"Realejos, Los",32.945
"Rosario, El",46.886
San Andrés y Sauces,38.064
San Juan de la Rambla,31.495
San Miguel de Abona,33.528
San Sebastián de la Gomera,39.171
Santa Cruz de la Palma,42.144
Santa Cruz de Tenerife,39.072
Santa Úrsula,32.989
Santiago del Teide,31.966
"Sauzal, El",39.975
"Silos, Los",30.775
Tacoronte,37.994
"Tanque, El",30.676
Tazacorte,30.805
Tegueste,43.325
Tijarafe,34.002
Valverde,35.734
Valle Gran Rey,31.175
Vallehermoso,27.502
"Victoria de Acentejo, La",29.516
Vilaflor de Chasna,32.751
Villa de Mazo,37.233
"Pinar de El Hierro, El",32.67
Alfoz de Lloredo,32.36
Ampuero,32.967
Anievas,31.227
Arenas de Iguña,32.251
Argoños,38.048
Arnuero,34.801
Arredondo,27.126
"Astillero, El",35.804
Bárcena de Cicero,34.002
Bárcena de Pie de Concha,33.415
Bareyo,33.214
Cabezón de la Sal,33.99
Cabezón de Liébana,29.409
Cabuérniga,34.638
Camaleño,37.065
Camargo,38.278
Campoo de Yuso,35.904
Cartes,33.128
Castañeda,33.369
Castro-Urdiales,36.815
Cieza,33.365
